Id,SalePrice
1461,88000.0
1462,88000.0
1463,88000.0
1464,88000.0
1465,88000.0
1466,88000.0
1467,88000.0
1468,88000.0
1469,88000.0
1470,88000.0
1471,88000.0
1472,87297.09956709956
1473,87193.33333333334
1474,88000.0
1475,88000.0
1476,88000.0
1477,88000.0
1478,88000.0
1479,88000.0
1480,88000.0
1481,88000.0
1482,88000.0
1483,88000.0
1484,88000.0
1485,88000.0
1486,88000.0
1487,88000.0
1488,88000.0
1489,88000.0
1490,88000.0
1491,88000.0
1492,88000.0
1493,88000.0
1494,88000.0
1495,88000.0
1496,88000.0
1497,88000.0
1498,88000.0
1499,88000.0
1500,88000.0
1501,88000.0
1502,87930.90909090909
1503,88000.0
1504,88000.0
1505,88000.0
1506,88000.0
1507,88000.0
1508,88000.0
1509,88000.0
1510,88000.0
1511,88000.0
1512,88000.0
1513,88000.0
1514,88000.0
1515,88000.0
1516,88000.0
1517,88000.0
1518,88000.0
1519,88000.0
1520,88000.0
1521,88000.0
1522,88000.0
1523,88000.0
1524,88000.0
1525,88000.0
1526,87200.0
1527,83462.5
1528,88000.0
1529,88000.0
1530,88000.0
1531,88000.0
1532,88000.0
1533,88000.0
1534,88000.0
1535,88000.0
1536,88000.0
1537,80550.0
1538,88000.0
1539,88000.0
1540,88000.0
1541,88000.0
1542,88000.0
1543,88000.0
1544,82400.0
1545,88000.0
1546,86400.0
1547,88000.0
1548,88000.0
1549,84550.0
1550,88000.0
1551,87200.0
1552,88000.0
1553,88000.0
1554,88000.0
1555,88000.0
1556,88000.0
1557,88000.0
1558,87900.0
1559,88000.0
1560,88000.0
1561,87800.0
1562,88000.0
1563,86884.70418470418
1564,88000.0
1565,87200.0
1566,88000.0
1567,82400.0
1568,88000.0
1569,86400.0
1570,86400.0
1571,88000.0
1572,88000.0
1573,88000.0
1574,88000.0
1575,88000.0
1576,88000.0
1577,88000.0
1578,87200.0
1579,88000.0
1580,88000.0
1581,88000.0
1582,88000.0
1583,88000.0
1584,88000.0
1585,88000.0
1586,80250.0
1587,86150.0
1588,88000.0
1589,84800.0
1590,88000.0
1591,88000.0
1592,88000.0
1593,87450.0
1594,88000.0
1595,88000.0
1596,88000.0
1597,88000.0
1598,88000.0
1599,88000.0
1600,88000.0
1601,80000.0
1602,88000.0
1603,86600.0
1604,88000.0
1605,88000.0
1606,88000.0
1607,88000.0
1608,88000.0
1609,88000.0
1610,87200.0
1611,88000.0
1612,88000.0
1613,88000.0
1614,88000.0
1615,84080.83333333334
1616,84080.83333333334
1617,84080.83333333334
1618,88000.0
1619,88000.0
1620,88000.0
1621,88000.0
1622,88000.0
1623,88000.0
1624,88000.0
1625,88000.0
1626,88000.0
1627,88000.0
1628,88000.0
1629,88000.0
1630,88000.0
1631,88000.0
1632,88000.0
1633,88000.0
1634,88000.0
1635,88000.0
1636,88000.0
1637,88000.0
1638,88000.0
1639,88000.0
1640,88000.0
1641,88000.0
1642,88000.0
1643,88000.0
1644,88000.0
1645,88000.0
1646,88000.0
1647,88000.0
1648,88000.0
1649,88000.0
1650,88000.0
1651,88000.0
1652,87297.09956709956
1653,87297.09956709956
1654,88000.0
1655,88000.0
1656,88000.0
1657,88000.0
1658,88000.0
1659,88000.0
1660,88000.0
1661,88000.0
1662,88000.0
1663,88000.0
1664,88000.0
1665,88000.0
1666,88000.0
1667,88000.0
1668,88000.0
1669,88000.0
1670,88000.0
1671,88000.0
1672,88000.0
1673,88000.0
1674,88000.0
1675,88000.0
1676,88000.0
1677,88000.0
1678,88000.0
1679,88000.0
1680,88000.0
1681,88000.0
1682,88000.0
1683,88000.0
1684,88000.0
1685,88000.0
1686,88000.0
1687,88000.0
1688,88000.0
1689,88000.0
1690,88000.0
1691,88000.0
1692,88000.0
1693,88000.0
1694,88000.0
1695,88000.0
1696,88000.0
1697,88000.0
1698,88000.0
1699,88000.0
1700,88000.0
1701,88000.0
1702,88000.0
1703,88000.0
1704,88000.0
1705,88000.0
1706,88000.0
1707,88000.0
1708,88000.0
1709,88000.0
1710,88000.0
1711,88000.0
1712,88000.0
1713,88000.0
1714,88000.0
1715,88000.0
1716,88000.0
1717,88000.0
1718,88000.0
1719,88000.0
1720,88000.0
1721,88000.0
1722,88000.0
1723,88000.0
1724,88000.0
