Id,SalePrice
1461,117928.58386175719
1462,182680.64817522527
1463,150719.65491115433
1464,178126.36823782665
1465,220020.62464633098
1466,175787.6374394533
1467,170437.2655600241
1468,166769.98699409215
1469,211174.26998945294
1470,88447.07648031766
1471,198018.23424331893
1472,116601.58159140588
1473,94545.86957509318
1474,152166.119576506
1475,154792.08120779015
1476,322350.76490212814
1477,257857.85814164233
1478,299265.9494195698
1479,280692.6364197474
1480,385816.7527970178
1481,291725.5893025717
1482,227413.1787651419
1483,182269.95072418023
1484,180173.18368237457
1485,175245.1819898494
1486,211136.15114745023
1487,302062.4205746376
1488,262046.97214230188
1489,202321.77454776483
1490,194098.0373142778
1491,206827.05783620724
1492,120289.80544404537
1493,187509.53502922892
1494,283415.77104504546
1495,281863.09144663415
1496,208347.02882406543
1497,192033.53167855568
1498,159927.52381639802
1499,159927.52381639802
1500,133027.7935624574
1501,152037.81914106067
1502,151595.98237426826
1503,254341.1666509301
1504,249737.35362679375
1505,224827.99486503392
1506,223750.39327973084
1507,234932.03412115536
1508,203651.1861600754
1509,173807.09252632
1510,145954.50783921135
1511,144065.29956440412
1512,168789.2861173165
1513,171737.51296784697
1514,175389.00932678816
1515,201762.50402446502
1516,172870.53454054028
1517,154207.3559034944
1518,165203.7125408708
1519,223842.3209825258
1520,138644.09321060937
1521,143818.88109377708
1522,193048.33380425235
1523,105570.32853356676
1524,126054.2839522911
1525,124598.24038486846
1526,98453.3784919875
1527,82816.08857128842
1528,156764.66863435428
1529,141272.5568972977
1530,188101.85452902
1531,127997.56304434527
1532,120025.97792933081
1533,155400.54921324766
1534,159301.9921114597
1535,155561.32870761168
1536,134947.16319269818
1537,20510.03365088324
1538,232188.21217502994
1539,250622.05761224058
1540,159412.66219182426
1541,163857.22256821816
1542,153287.32835535987
1543,233972.72702868076
1544,77221.51531785008
1545,145669.37760667756
1546,147875.91021415105
1547,140410.1730980813
1548,165580.5506882251
1549,109719.98209361709
1550,147532.79026201952
1551,161335.2214915659
1552,139550.76369620953
1553,169785.5871993956
1554,154000.1333338348
1555,174624.8032440682
1556,124132.0574959174
1557,126147.02195780227
1558,134426.97546225972
1559,126771.49523499986
1560,130158.6528455808
1561,155172.90652278552
1562,117172.9706336947
1563,115727.1754422953
1564,144582.2771290015
1565,134615.7162561296
1566,222166.9907506338
1567,73553.88093070191
1568,203419.22178204384
1569,95178.77453623575
1570,149197.95568406527
1571,113269.3237661763
1572,141026.13842667072
1573,226142.2267083781
1574,149911.52470537258
1575,219981.76494270228
1576,188960.28461590313
1577,202650.33250860093
1578,163905.57086563518
1579,110626.32367371127
1580,209964.7162803311
1581,129033.77285615509
1582,116712.84932480342
1583,293506.3968923532
1584,235870.38607638577
1585,127019.14530455845
1586,18672.94275420335
1587,107603.11816938009
1588,142997.48619168697
1589,91681.06840622649
1590,151166.3547144514
1591,94853.95671662051
1592,143830.94829701778
1593,142213.42849834973
1594,141527.5482173217
1595,153208.27657310973
1596,254178.7973312559
1597,177342.62036104247
1598,190789.51677744582
1599,198228.10477664453
1600,212710.21001772894
1601,-607.3264101990062
1602,145019.07194376775
1603,86602.82624576488
1604,248497.47278455933
1605,255505.86264696074
1606,168093.89995626998
1607,227686.90069009867
1608,212530.58981792795
1609,201993.21658692884
1610,124572.93201289477
1611,142604.19778472945
1612,162218.12690059558
1613,155154.1307426206
1614,106228.06606909275
1615,66427.84269019307
1616,66427.84269019307
1617,66427.84269019307
1618,116243.53086779508
1619,113180.85124581592
1620,196122.41008054905
1621,123115.83721756603
1622,142637.31168649267
1623,275349.49659605627
1624,194985.92012091386
1625,145964.2960517973
1626,191305.29464717142
1627,178912.48541354816
1628,273205.4449087827
1629,188360.6097975441
1630,312459.6319209867
1631,234454.00684817325
1632,252827.8728953443
1633,175658.26633024923
1634,180571.80823856077
1635,166902.07595610045
1636,170988.72350724143
1637,172386.26123475019
1638,227047.0589209081
1639,203329.39059790326
1640,265652.33488560084
1641,196433.6371515603
1642,221342.9299375606
1643,253611.70538879288
1644,247735.32670946742
1645,177906.76953051673
1646,165184.9367607059
1647,199749.72018233602
1648,141683.2543483428
1649,130791.5929875581
1650,86968.56565655544
1651,86968.56565655544
1652,116601.58159140588
1653,116601.58159140588
1654,155360.88816049343
1655,172841.63745888163
1656,152166.119576506
1657,155360.88816049343
1658,152166.119576506
1659,154792.08120779015
1660,128945.87433508993
1661,350640.86680359894
1662,333869.6298266384
1663,325714.8652668714
1664,406850.52795230714
1665,302387.25004751224
1666,277407.05681138695
1667,300695.0423226438
1668,302840.2106883392
1669,284725.04796787107
1670,307264.159122154
1671,246841.37824104892
1672,361199.1250371643
1673,281504.09551389865
1674,262706.4749533287
1675,168910.28531115412
1676,164639.03182028557
1677,197424.86351562172
1678,393243.31443126453
1679,311741.36371875356
1680,298391.4865183135
1681,263083.2649705615
1682,271657.2924967562
1683,201529.4511367175
1684,193203.1360896812
1685,166718.7018608442
1686,186333.64544805043
1687,175245.1819898494
1688,206458.27316564208
1689,203928.30678534406
1690,196554.32216741823
1691,186401.5658092126
1692,254589.58376039212
1693,175245.1819898494
1694,169452.64831733625
1695,178136.77237264827
1696,251099.4330113687
1697,178136.77237264827
1698,307701.4687025616
1699,299298.59960141685
1700,234874.9894318075
1701,275605.18360247405
1702,270343.060653412
1703,265879.58632847224
1704,270835.8975946661
1705,248353.1957616428
1706,363344.2993400176
1707,220228.18341332933
1708,217435.44074622288
1709,285466.51506445603
1710,247654.16705949084
1711,244712.87379721747
1712,281842.58928267355
1713,238486.6687239755
1714,229838.5037677836
1715,205937.66957538578
1716,202321.77454776483
1717,195997.03380167103
1718,168634.7953494844
1719,214849.3116369902
1720,255229.394454954
1721,193779.26756602767
1722,136262.04799454805
1723,136262.04799454805
1724,221378.13627625545
1725,233235.63774488823
1726,181277.01235663044
1727,166774.65856571987
1728,198333.62430301428
1729,159966.7306428729
1730,159388.6711104174
1731,125255.35630654055
1732,115727.1754422953
1733,115727.1754422953
1734,128662.95170553713
1735,119669.8709723278
1736,119669.8709723278
1737,296463.4185398775
1738,216176.6383839059
1739,276800.7415025191
1740,199137.61770807023
1741,157146.11911968244
1742,152037.81914106067
1743,175715.53977596466
1744,270178.781672994
1745,245198.58843686865
1746,262337.8087255879
1747,225484.54733153523
1748,231803.81400555916
1749,153032.82533331498
1750,173398.88578160704
1751,241654.61806988958
1752,115727.1754422953
1753,173553.37654943913
1754,237772.86445941558
1755,168757.98011726324
1756,89432.75036282578
1757,115727.1754422953
1758,118051.76063443467
1759,165953.0105747391
1760,152607.80654614125
1761,150882.87725175204
1762,171492.6907849318
1763,182052.20467024777
1764,123612.56650236034
1765,212079.60020663796
1766,192865.94496114264
1767,202077.32710667475
1768,139488.83139229417
1769,211439.25796096507
1770,154671.0820139525
1771,143490.32313294103
1772,158275.43137056302
1773,114567.43436678319
1774,186724.2589756317
1775,160749.4042894193
1776,121425.37019013561
1777,108280.03082944223
1778,129444.47030720013
1779,107237.66238718433
1780,195984.6451286178
1781,143326.044152523
1782,52295.91257576682
1783,128729.61481473406
1784,73927.26958723983
1785,130957.69079519363
1786,173943.69160953947
1787,198545.9490316457
1788,486.9179500717146
1789,108789.92640548176
1790,42279.45089614179
1791,231640.3269569756
1792,186869.76217588483
1793,158942.33550482107
1794,151631.92087621908
1795,164281.4023684068
1796,137365.6869049707
1797,151425.2513614665
1798,130265.86520929023
1799,104884.76273470579
1800,112258.14225422437
1801,111973.13580976418
1802,172222.09015303213
1803,184103.17147470373
1804,110745.23053229644
1805,159353.0329558661
1806,167309.37773806878
1807,192239.91187309523
1808,114669.89948611028
1809,127650.87577496495
1810,138178.35103924296
1811,94675.37885267832
1812,139063.2256223743
1813,131911.96578617874
1814,85106.90637791515
1815,-11531.462222935894
1816,103073.22813251583
1817,106544.6838915367
1818,197045.71554852367
1819,150982.10379099232
1820,75553.87136797552
1821,174741.98336195791
1822,166582.14708124418
1823,34253.190111012926
1824,177019.15631853705
1825,131147.31169404136
1826,113156.57057417303
1827,123804.56968359635
1828,150640.11996313534
1829,131196.94859775633
1830,188700.8380224119
1831,215077.81897715197
1832,175056.51035736574
1833,187060.501083346
1834,153858.38758551588
1835,202179.45966233787
1836,191423.11013314946
1837,77732.27190991456
1838,139794.59361484935
1839,69433.67876021302
1840,132019.3584964303
1841,128076.66296639777
1842,115176.46617378041
1843,131169.39960158936
1844,130319.15156456036
1845,143506.84264507875
1846,157300.5606972247
1847,167170.17649333834
1848,-7437.715372523642
1849,87412.00146259088
1850,132894.3288959786
1851,174473.40559610914
1852,134208.56073932277
1853,114770.57305082987
1854,179520.9021032574
1855,148776.2295539387
1856,225751.85621664263
1857,140779.70564240127
1858,148495.95904697033
1859,112712.52805983482
1860,130283.37077852228
1861,111576.54612373529
1862,270506.0577696378
1863,270506.0577696378
1864,270506.0577696378
1865,293974.4451384287
1866,301073.01820416807
1867,251615.25688575747
1868,282006.86826309166
1869,207991.78626154145
1870,234037.40598102906
1871,254079.4415920278
1872,161956.82311342531
1873,230842.051744487
1874,126076.75120863068
1875,222445.94964897257
1876,186862.14728154117
1877,220488.74801543393
1878,224827.99486503392
1879,119259.17352128273
1880,119834.14995274582
1881,233321.42839822688
1882,269923.7630558767
1883,210509.53917343714
1884,221169.10339972345
1885,253755.83261455238
1886,281002.4496750473
1887,218667.53309935806
1888,261889.85382994826
1889,157685.9200318588
1890,106260.28743215429
1891,119712.37374230567
1892,87954.23953906356
1893,148279.33368651758
1894,171282.03481633766
1895,160389.6420875639
1896,128898.71002204582
1897,130766.08588335806
1898,147356.20697967295
1899,160408.2345907806
1900,175910.48627991663
1901,146449.14468707403
1902,149322.22693778083
1903,247088.9671873542
1904,136097.76901413006
1905,201737.00990371584
1906,151101.57693347527
1907,211894.7812210416
1908,119931.81127890301
1909,131476.69080590532
1910,131476.69080590532
1911,183615.72423439487
1912,279392.55123312457
1913,171811.30833086246
1914,61368.59370751094
1915,248661.75176497738
1916,-1307.6247980400221
1917,264297.52539798175
1918,138347.27362509092
1919,158665.42160688015
1920,175374.591465515
1921,331726.7050497065
1922,294583.99847765616
1923,204283.82187293054
1924,219132.39195563665
1925,227628.49520183142
1926,322265.006678093
